,Rank,Title,Score,popularity,Members,Type,Episodes,Genre,Demographic,Start Date,End Date,Image,Link,Start Year,End Year
0,1,Fullmetal Alchemist: Brotherhood,9.1,3,3247131,TV,64,"['Action', 'Adventure', 'Drama', 'Fantasy']",Shounen,2009-01-04,2010-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/1208/94745.jpg?s=5ec18639199f2c60b60009f34222228d,https://myanimelist.net/anime/5114/Fullmetal_Alchemist__Brotherhood,2009,2010.0
1,2,Steins;Gate,9.07,13,2495249,TV,24,"['Drama', 'Sci-Fi', 'Suspense']",,2011-01-04,2011-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1935/127974.jpg?s=a0c19821033ace3af10310a253a9e85b,https://myanimelist.net/anime/9253/Steins_Gate,2011,2011.0
2,3,Gintama°,9.06,335,611640,TV,51,"['Action', 'Comedy', 'Sci-Fi']",Shounen,2015-01-04,2016-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/3/72078.jpg?s=bb26d45bb75e13601e1b8029f717c2b0,https://myanimelist.net/anime/28977/Gintama°,2015,2016.0
3,4,Shingeki no Kyojin Season 3 Part 2,9.05,22,2174344,TV,10,"['Action', 'Drama', 'Suspense']",Shounen,2019-01-04,2019-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/1517/100633.jpg?s=63aa0647fb4eba3fd80288489f0a64a4,https://myanimelist.net/anime/38524/Shingeki_no_Kyojin_Season_3_Part_2,2019,2019.0
4,5,Bleach: Sennen Kessen-hen,9.04,429,493336,TV,13,"['Action', 'Adventure', 'Fantasy']",Shounen,2022-01-10,2022-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/1908/135431.jpg?s=b2907feb4a5b5797b2fabdfe87fe9fae,https://myanimelist.net/anime/41467/Bleach__Sennen_Kessen-hen,2022,2022.0
5,6,Gintama: The Final,9.04,1551,140768,Movie,1,"['Action', 'Comedy', 'Drama', 'Sci-Fi']",Shounen,2021-01-01,2021-01-01,https://cdn.myanimelist.net/r/100x140/images/anime/1245/116760.jpg?s=8fc5f4b436ee45307a882948a5e768ac,https://myanimelist.net/anime/39486/Gintama__The_Final,2021,2021.0
6,7,Hunter x Hunter (2011),9.04,10,2731979,TV,148,"['Action', 'Adventure', 'Fantasy']",Shounen,2011-01-10,2014-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1337/99013.jpg?s=9eb9cdcf5b9da3538432d014fd0aaa31,https://myanimelist.net/anime/11061/Hunter_x_Hunter_2011,2011,2014.0
7,8,Gintama',9.03,391,540126,TV,51,"['Action', 'Comedy', 'Sci-Fi']",Shounen,2011-01-04,2012-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/4/50361.jpg?s=0fde0801daa3b436029146f401e5e77f,https://myanimelist.net/anime/9969/Gintama,2011,2012.0
8,9,Gintama': Enchousen,9.03,726,316598,TV,13,"['Action', 'Comedy', 'Sci-Fi']",Shounen,2012-01-10,2013-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1452/123686.jpg?s=8c58b95cccbdac9b5ad4f15f4802baa9,https://myanimelist.net/anime/15417/Gintama__Enchousen,2012,2013.0
9,10,Kaguya-sama wa Kokurasetai: Ultra Romantic,9.03,187,869909,TV,13,"['Comedy', 'Romance']",Seinen,2022-01-04,2022-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1160/122627.jpg?s=e4e56950556c022515bea0f8936ce541,https://myanimelist.net/anime/43608/Kaguya-sama_wa_Kokurasetai__Ultra_Romantic,2022,2022.0
10,11,Ginga Eiyuu Densetsu,9.02,739,311946,OVA,110,"['Drama', 'Sci-Fi']",,1988-01-01,1997-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/13/13225.jpg?s=8672a3462de209d1b78348d01df76d7b,https://myanimelist.net/anime/820/Ginga_Eiyuu_Densetsu,1988,1997.0
11,12,Shingeki no Kyojin: The Final Season - Kanketsu-hen,9.02,427,495115,Special,2,"['Action', 'Drama', 'Suspense']",Shounen,2023-01-03,2023-01-11,https://cdn.myanimelist.net/r/100x140/images/anime/1279/131078.jpg?s=1b0db37795fa4240d5b66641643f76bb,https://myanimelist.net/anime/51535/Shingeki_no_Kyojin__The_Final_Season_-_Kanketsu-hen,2023,2023.0
12,13,Fruits Basket: The Final,8.99,478,451757,TV,13,"['Drama', 'Romance', 'Supernatural']",Shoujo,2021-01-04,2021-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1085/114792.jpg?s=5c97b2781732adc9ad6711abcb6f2f1b,https://myanimelist.net/anime/42938/Fruits_Basket__The_Final,2021,2021.0
13,14,Sousou no Frieren,8.99,942,246328,TV,28,"['Adventure', 'Drama', 'Fantasy']",Shounen,2023-01-09,,https://cdn.myanimelist.net/r/100x140/images/anime/1015/138006.jpg?s=fdca2fe2777421f4c3aaa56a6ba8a46f,https://myanimelist.net/anime/52991/Sousou_no_Frieren,2023,
14,15,Gintama.,8.98,754,305494,TV,12,"['Action', 'Comedy', 'Sci-Fi']",Shounen,2017-01-01,2017-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/3/83528.jpg?s=c5709cac379ebb2033052a3357967397,https://myanimelist.net/anime/34096/Gintama,2017,2017.0
15,16,Gintama,8.94,139,1042432,TV,201,"['Action', 'Comedy', 'Sci-Fi']",Shounen,2006-01-04,2010-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/10/73274.jpg?s=bfda4724d048534799329614778234c8,https://myanimelist.net/anime/918/Gintama,2006,2010.0
16,17,3-gatsu no Lion 2nd Season,8.93,562,391742,TV,22,['Drama'],Seinen,2017-01-10,2018-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/3/88469.jpg?s=4e26ac5f78b5501d6969e9eb528247a9,https://myanimelist.net/anime/35180/3-gatsu_no_Lion_2nd_Season,2017,2018.0
17,18,Clannad: After Story,8.93,117,1168247,TV,24,"['Drama', 'Romance', 'Supernatural']",,2008-01-10,2009-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1299/110774.jpg?s=0bee2596cef8c43a9879b9d26089f868,https://myanimelist.net/anime/4181/Clannad__After_Story,2008,2009.0
18,19,Koe no Katachi,8.93,20,2251187,Movie,1,"['Award Winning', 'Drama']",Shounen,2016-01-09,2016-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1122/96435.jpg?s=ba7b364bdcb787802fa6be905e944d77,https://myanimelist.net/anime/28851/Koe_no_Katachi,2016,2016.0
19,20,Code Geass: Hangyaku no Lelouch R2,8.91,47,1735197,TV,25,"['Action', 'Award Winning', 'Drama', 'Sci-Fi']",,2008-01-04,2008-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1088/135089.jpg?s=c9d93439e18ea1111b4bc8645b108a94,https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2,2008,2008.0
20,21,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,8.91,990,234636,Movie,1,"['Action', 'Comedy', 'Sci-Fi']",Shounen,2013-01-07,2013-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/10/51723.jpg?s=bb3d98c8accf4dc8510356c856646b10,https://myanimelist.net/anime/15335/Gintama_Movie_2__Kanketsu-hen_-_Yorozuya_yo_Eien_Nare,2013,2013.0
21,22,Violet Evergarden Movie,8.89,365,575289,Movie,1,"['Award Winning', 'Drama', 'Fantasy']",,2020-01-09,2020-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1825/110716.jpg?s=38d96ccb027cd045ccabfd4e03f64841,https://myanimelist.net/anime/37987/Violet_Evergarden_Movie,2020,2020.0
22,23,Owarimonogatari 2nd Season,8.88,570,388425,TV,7,"['Comedy', 'Mystery', 'Supernatural']",,2017-01-08,2017-01-08,https://cdn.myanimelist.net/r/100x140/images/anime/6/87322.jpg?s=5d0ef74fd5c7e44a1e695e85d0b86331,https://myanimelist.net/anime/35247/Owarimonogatari_2nd_Season,2017,2017.0
23,24,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,8.88,1193,191699,TV,14,"['Action', 'Comedy', 'Sci-Fi']",Shounen,2018-01-07,2018-01-10,https://cdn.myanimelist.net/r/100x140/images/anime/1776/96566.jpg?s=a87ac154753a26bfed4dbd557a8544ba,https://myanimelist.net/anime/37491/Gintama__Shirogane_no_Tamashii-hen_-_Kouhan-sen,2018,2018.0
24,25,Monster,8.87,136,1060433,TV,74,"['Drama', 'Mystery', 'Suspense']",Seinen,2004-01-04,2005-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/10/18793.jpg?s=a195ca612dd64dac5ffb27c8ea9d0b32,https://myanimelist.net/anime/19/Monster,2004,2005.0
25,26,Jujutsu Kaisen 2nd Season,8.85,305,648720,TV,23,"['Action', 'Fantasy']",Shounen,2023-01-07,,https://cdn.myanimelist.net/r/100x140/images/anime/1792/138022.jpg?s=b279b7d184058e92af5638e324451b95,https://myanimelist.net/anime/51009/Jujutsu_Kaisen_2nd_Season,2023,
26,27,Tian Guan Cifu Er,8.84,4194,26131,ONA,0,"['Action', 'Adventure', 'Drama', 'Fantasy']",,2023-01-10,,https://cdn.myanimelist.net/r/100x140/images/anime/1280/138635.jpg?s=b183e81efb29648cde7c1ca8f037146d,https://myanimelist.net/anime/50399/Tian_Guan_Cifu_Er,2023,
27,28,Kimi no Na wa.,8.84,11,2660250,Movie,1,"['Award Winning', 'Drama', 'Supernatural']",,2016-01-08,2016-01-08,https://cdn.myanimelist.net/r/100x140/images/anime/5/87048.jpg?s=0c69e78d81c675e0bbceae647b10dc5f,https://myanimelist.net/anime/32281/Kimi_no_Na_wa,2016,2016.0
28,29,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,8.82,1050,220365,Movie,1,"['Comedy', 'Drama', 'Romance']",Seinen,2022-01-12,2022-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/1670/130060.jpg?s=1f94b50d924740fa5a4a748091963523,https://myanimelist.net/anime/52198/Kaguya-sama_wa_Kokurasetai__First_Kiss_wa_Owaranai,2022,2022.0
29,30,The First Slam Dunk,8.82,3894,30599,Movie,1,"['Award Winning', 'Sports']",Shounen,2022-01-12,2022-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/1745/129284.jpg?s=227145e81dea051b0a5f60ee0aaa93c3,https://myanimelist.net/anime/45649/The_First_Slam_Dunk,2022,2022.0
30,31,Vinland Saga Season 2,8.81,407,523534,TV,24,"['Action', 'Adventure', 'Drama']",Seinen,2023-01-01,2023-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1170/124312.jpg?s=ff4c3d1432e28f2439e4ed886c032504,https://myanimelist.net/anime/49387/Vinland_Saga_Season_2,2023,2023.0
31,32,Kingdom 3rd Season,8.81,2061,95447,TV,26,['Action'],Seinen,2020-01-04,2021-01-10,https://cdn.myanimelist.net/r/100x140/images/anime/1443/111830.jpg?s=5f4d5d796fc9522d7311846d60320695,https://myanimelist.net/anime/40682/Kingdom_3rd_Season,2020,2021.0
32,33,Bocchi the Rock!,8.81,433,490011,TV,12,['Comedy'],,2022-01-10,2022-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/1448/127956.jpg?s=7e81931856657309a247d932fd1d74d8,https://myanimelist.net/anime/47917/Bocchi_the_Rock,2022,2022.0
33,34,Gintama.: Shirogane no Tamashii-hen,8.81,1129,205970,TV,12,"['Action', 'Comedy', 'Sci-Fi']",Shounen,2018-01-01,2018-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/12/89603.jpg?s=d1ae6c96378fe82ecb9481705060774c,https://myanimelist.net/anime/36838/Gintama__Shirogane_no_Tamashii-hen,2018,2018.0
34,35,Mob Psycho 100 II,8.8,73,1475498,TV,13,"['Action', 'Comedy', 'Supernatural']",,2019-01-01,2019-01-04,https://cdn.myanimelist.net/r/100x140/images/anime/1918/96303.jpg?s=51c465145beb577d45305bca91984d7a,https://myanimelist.net/anime/37510/Mob_Psycho_100_II,2019,2019.0
35,36,Kizumonogatari III: Reiketsu-hen,8.79,480,449430,Movie,1,"['Action', 'Mystery', 'Supernatural']",,2017-01-01,2017-01-01,https://cdn.myanimelist.net/r/100x140/images/anime/1084/112813.jpg?s=693153a2a61cdcc79d61b58a3e2a7a6d,https://myanimelist.net/anime/31758/Kizumonogatari_III__Reiketsu-hen,2017,2017.0
36,37,Pluto,8.79,2563,66917,ONA,8,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']",Seinen,2023-01-10,2023-01-10,https://cdn.myanimelist.net/r/100x140/images/anime/1021/138568.jpg?s=c1436eda0f62df62111deb58d28e49d6,https://myanimelist.net/anime/35737/Pluto,2023,2023.0
37,38,Shingeki no Kyojin: The Final Season,8.79,39,1906881,TV,16,"['Action', 'Drama', 'Suspense']",Shounen,2020-01-12,2021-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1000/110531.jpg?s=1c08fa93884604f959aa65825a252e12,https://myanimelist.net/anime/40028/Shingeki_no_Kyojin__The_Final_Season,2020,2021.0
38,39,Kimetsu no Yaiba: Yuukaku-hen,8.78,94,1332468,TV,11,"['Action', 'Fantasy']",Shounen,2021-01-12,2022-01-02,https://cdn.myanimelist.net/r/100x140/images/anime/1908/120036.jpg?s=2044bfc6d0c06e18048e668518a97176,https://myanimelist.net/anime/47778/Kimetsu_no_Yaiba__Yuukaku-hen,2021,2022.0
39,40,Sen to Chihiro no Kamikakushi,8.78,44,1802028,Movie,1,"['Adventure', 'Award Winning', 'Supernatural']",,2001-01-07,2001-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/6/79597.jpg?s=63a85532fc52356a938354277201d43c,https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi,2001,2001.0
40,41,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,8.78,118,1167812,TV,10,['Sports'],Shounen,2016-01-10,2016-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/7/81992.jpg?s=b241bc153f456bb54b738ab507d6d5db,https://myanimelist.net/anime/32935/Haikyuu_Karasuno_Koukou_vs_Shiratorizawa_Gakuen_Koukou,2016,2016.0
41,42,Hajime no Ippo,8.77,369,567432,TV,75,['Sports'],Shounen,2000-01-10,2002-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/4/86334.jpg?s=448fd8dfdff2a7db7de2b85633a691f2,https://myanimelist.net/anime/263/Hajime_no_Ippo,2000,2002.0
42,43,Shingeki no Kyojin: The Final Season Part 2,8.77,113,1193971,TV,12,"['Action', 'Drama']",Shounen,2022-01-01,2022-01-04,https://cdn.myanimelist.net/r/100x140/images/anime/1948/120625.jpg?s=ad6cd47edcacb01a61121853204f8139,https://myanimelist.net/anime/48583/Shingeki_no_Kyojin__The_Final_Season_Part_2,2022,2022.0
43,44,Monogatari Series: Second Season,8.76,299,657115,TV,26,"['Comedy', 'Mystery', 'Romance', 'Supernatural']",,2013-01-07,2013-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/1807/121534.jpg?s=450ac03a6fcd16dcb5076e42f01fd9ad,https://myanimelist.net/anime/17074/Monogatari_Series__Second_Season,2013,2013.0
44,45,Vinland Saga,8.75,80,1429661,TV,24,"['Action', 'Adventure', 'Drama']",Seinen,2019-01-07,2019-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/1500/103005.jpg?s=175909bd438e4f7969afdae5a2f58931,https://myanimelist.net/anime/37521/Vinland_Saga,2019,2019.0
45,46,Oshi no Ko,8.75,281,684727,TV,11,"['Drama', 'Supernatural']",Seinen,2023-01-04,2023-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1812/134736.jpg?s=ec39651bb29c97e364b842163f6c50f1,https://myanimelist.net/anime/52034/Oshi_no_Ko,2023,2023.0
46,47,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,8.75,1065,218331,TV,13,"['Action', 'Adventure', 'Fantasy']",Shounen,2023-01-07,2023-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1164/138058.jpg?s=594f248654969c6d1deb6c0ef4897048,https://myanimelist.net/anime/53998/Bleach__Sennen_Kessen-hen_-_Ketsubetsu-tan,2023,2023.0
47,48,Cowboy Bebop,8.75,43,1813557,TV,26,"['Action', 'Award Winning', 'Sci-Fi']",,1998-01-04,1999-01-04,https://cdn.myanimelist.net/r/100x140/images/anime/4/19644.jpg?s=7873ad89996b0d6be8dd51e60d88d82c,https://myanimelist.net/anime/1/Cowboy_Bebop,1998,1999.0
48,49,Kingdom 4th Season,8.74,2793,57459,TV,26,['Action'],Seinen,2022-01-04,2022-01-10,https://cdn.myanimelist.net/r/100x140/images/anime/1566/122794.jpg?s=ff859548e52a05da1eff40de2b5b05bf,https://myanimelist.net/anime/50160/Kingdom_4th_Season,2022,2022.0
49,50,Mushishi Zoku Shou 2nd Season,8.73,896,259545,TV,10,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",Seinen,2014-01-10,2014-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/9/68095.jpg?s=847f720879a312ca3ac84fd8327b174e,https://myanimelist.net/anime/24701/Mushishi_Zoku_Shou_2nd_Season,2014,2014.0
50,51,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,8.72,1241,183757,TV,12,['Drama'],Josei,2017-01-01,2017-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1493/124765.jpg?s=aaa4a2fa43b61e27db0a64265577753c,https://myanimelist.net/anime/33095/Shouwa_Genroku_Rakugo_Shinjuu__Sukeroku_Futatabi-hen,2017,2017.0
51,52,Ashita no Joe 2,8.72,3012,49586,TV,47,"['Drama', 'Sports']",Shounen,1980-01-10,1981-01-08,https://cdn.myanimelist.net/r/100x140/images/anime/3/45028.jpg?s=b3022f518e674c9c4c9be212b232ce66,https://myanimelist.net/anime/2921/Ashita_no_Joe_2,1980,1981.0
52,53,86 Part 2,8.71,467,462264,TV,12,"['Action', 'Drama', 'Sci-Fi']",,2021-01-10,2022-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1321/117508.jpg?s=05384e864c30f7e24293311d31e86b16,https://myanimelist.net/anime/48569/86_Part_2,2021,2022.0
53,54,Mob Psycho 100 III,8.71,329,619014,TV,12,"['Action', 'Comedy', 'Supernatural']",,2022-01-10,2022-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/1228/125011.jpg?s=e817eceaeea480cbf057b210d6052de0,https://myanimelist.net/anime/50172/Mob_Psycho_100_III,2022,2022.0
54,55,One Piece,8.71,19,2260110,TV,0,"['Action', 'Adventure', 'Fantasy']",Shounen,1999-01-10,,https://cdn.myanimelist.net/r/100x140/images/anime/6/73245.jpg?s=81e2039193c1feb8d0d41bda2a3841a8,https://myanimelist.net/anime/21/One_Piece,1999,
55,56,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.7,849,272778,OVA,4,"['Action', 'Drama', 'Romance']",Shounen,1999-01-02,1999-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1656/137618.jpg?s=e3edbc3a4ded64a5006e47b72d27ff3c,https://myanimelist.net/anime/44/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Tsuioku-hen,1999,1999.0
56,57,Code Geass: Hangyaku no Lelouch,8.7,21,2194935,TV,25,"['Action', 'Award Winning', 'Drama', 'Sci-Fi']",,2006-01-10,2007-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/1032/135088.jpg?s=8b895bc4ead0cfc55ccfc813ba627926,https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch,2006,2007.0
57,58,Great Teacher Onizuka,8.69,218,805147,TV,43,['Comedy'],Shounen,1999-01-06,2000-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/13/11460.jpg?s=8134d33ff056d87cfa65345aaec756f9,https://myanimelist.net/anime/245/Great_Teacher_Onizuka,1999,2000.0
58,59,Mushishi Zoku Shou,8.69,787,293466,TV,10,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",Seinen,2014-01-04,2014-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/13/58533.jpg?s=8b4c39ac1694d8b1ad2a1dcc504691f6,https://myanimelist.net/anime/21939/Mushishi_Zoku_Shou,2014,2014.0
59,60,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,8.69,191,853806,TV,12,"['Adventure', 'Drama', 'Fantasy', 'Ecchi']",,2021-01-10,2021-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/1028/117777.jpg?s=51c70b8d3ded730debc843006effa91c,https://myanimelist.net/anime/45576/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu_Part_2,2021,2021.0
60,61,Shiguang Dailiren,8.69,674,334639,ONA,11,"['Drama', 'Mystery', 'Supernatural', 'Suspense']",,2021-01-04,2021-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/1135/114867.jpg?s=9c2fd9fddaef71035742747d5145fc04,https://myanimelist.net/anime/44074/Shiguang_Dailiren,2021,2021.0
61,62,Odd Taxi,8.68,537,408899,TV,13,"['Award Winning', 'Drama', 'Mystery', 'Suspense']",,2021-01-04,2021-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1981/113348.jpg?s=9d3e92002db0e698516450efb42e4e59,https://myanimelist.net/anime/46102/Odd_Taxi,2021,2021.0
62,63,Mononoke Hime,8.67,105,1218671,Movie,1,"['Action', 'Adventure', 'Award Winning', 'Fantasy']",,1997-01-07,1997-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/7/75919.jpg?s=ec4a31ebc5b430efe3ed391d96c228a3,https://myanimelist.net/anime/164/Mononoke_Hime,1997,1997.0
63,64,Bungou Stray Dogs 5th Season,8.67,1537,141801,TV,11,"['Action', 'Mystery', 'Supernatural']",Seinen,2023-01-07,2023-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1161/136691.jpg?s=355f903bed953fe7bb542327b9f8ef20,https://myanimelist.net/anime/54898/Bungou_Stray_Dogs_5th_Season,2023,2023.0
64,65,Fate/stay night Movie: Heaven's Feel - III. Spring Song,8.67,672,336548,Movie,1,"['Action', 'Fantasy', 'Supernatural']",,2020-01-08,2020-01-08,https://cdn.myanimelist.net/r/100x140/images/anime/1142/112957.jpg?s=5def2155b13d757c74eeee6845c0a871,https://myanimelist.net/anime/33050/Fate_stay_night_Movie__Heavens_Feel_-_III_Spring_Song,2020,2020.0
65,66,Kage no Jitsuryokusha ni Naritakute! 2nd Season,8.67,1064,218423,TV,12,"['Action', 'Comedy', 'Fantasy']",,2023-01-10,,https://cdn.myanimelist.net/r/100x140/images/anime/1622/139331.jpg?s=6e910a16d86a0b7e7d081c9a01de7ad8,https://myanimelist.net/anime/54595/Kage_no_Jitsuryokusha_ni_Naritakute_2nd_Season,2023,
66,67,Violet Evergarden,8.67,49,1722038,TV,13,"['Drama', 'Fantasy']",,2018-01-01,2018-01-04,https://cdn.myanimelist.net/r/100x140/images/anime/1795/95088.jpg?s=daeb3d4de08db6c56e879eba3de19c36,https://myanimelist.net/anime/33352/Violet_Evergarden,2018,2018.0
67,68,Made in Abyss,8.66,93,1332756,TV,13,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",,2017-01-07,2017-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/6/86733.jpg?s=ff773aca2bed4fe79efd6a5b6ff0e911,https://myanimelist.net/anime/34599/Made_in_Abyss,2017,2017.0
68,69,Mushishi,8.66,213,809347,TV,26,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",Seinen,2005-01-10,2006-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/2/73862.jpg?s=bd3f3140d4768f5f31ac5d5539056068,https://myanimelist.net/anime/457/Mushishi,2005,2006.0
69,70,Hajime no Ippo: New Challenger,8.66,839,276220,TV,26,['Sports'],Shounen,2009-01-01,2009-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/8/56617.jpg?s=c9e62681de46d5ec39a4c9cc8f222e97,https://myanimelist.net/anime/5258/Hajime_no_Ippo__New_Challenger,2009,2009.0
70,71,Howl no Ugoku Shiro,8.66,99,1290498,Movie,1,"['Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Romance']",,2004-01-11,2004-01-11,https://cdn.myanimelist.net/r/100x140/images/anime/1470/138723.jpg?s=5679c60f8371855aad272f1c6390136f,https://myanimelist.net/anime/431/Howl_no_Ugoku_Shiro,2004,2004.0
71,72,Made in Abyss: Retsujitsu no Ougonkyou,8.65,531,411715,TV,12,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",,2022-01-07,2022-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1864/122519.jpg?s=bc65b762aa0a5e87fdc0f8bc132278ed,https://myanimelist.net/anime/41084/Made_in_Abyss__Retsujitsu_no_Ougonkyou,2022,2022.0
72,73,Shigatsu wa Kimi no Uso,8.65,24,2154758,TV,22,"['Drama', 'Romance']",Shounen,2014-01-10,2015-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/3/67177.jpg?s=4864d877e3763400abe924cb27b82cc2,https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso,2014,2015.0
73,74,Natsume Yuujinchou Shi,8.64,965,240435,TV,13,"['Drama', 'Slice of Life', 'Supernatural']",Shoujo,2012-01-01,2012-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/3/37449.jpg?s=5feb674d132cc807e2fb1bb2a8689e62,https://myanimelist.net/anime/11665/Natsume_Yuujinchou_Shi,2012,2012.0
74,75,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,8.64,98,1295717,TV,12,['Comedy'],Seinen,2020-01-04,2020-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1764/106659.jpg?s=31550f89f62679c9820095853bb522a6,https://myanimelist.net/anime/40591/Kaguya-sama_wa_Kokurasetai_Tensai-tachi_no_Renai_Zunousen,2020,2020.0
75,76,Haikyuu!! Second Season,8.63,86,1390228,TV,25,['Sports'],Shounen,2015-01-10,2016-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/9/76662.jpg?s=2ddc449aaa90570dc965ba6d9d348ebc,https://myanimelist.net/anime/28891/Haikyuu_Second_Season,2015,2016.0
